CTR,titleWords,adWords,depth,position,advCTR,advCTRInPos,queryCTR,queryCTRInPos,gender,age
0.06,13,25,2,1,0.0545,0.0673,0.0447,0.0551,female,19-24
0.0245,10,30,2,1,0.0852,0.0899,0.0091,0.0219,female,25-30
0.0312,4,13,2,2,0.0284,0.0189,0.0263,0.0166,male,25-30
0.0134,9,22,2,1,0.0251,0.0358,0.0229,0.0497,male,0-12
0.0448,7,22,2,1,0.0211,0.024,0.0453,0.0673,male,19-24
0.0316,5,14,2,1,0.0077,0.0082,0.0164,0.0239,male,25-30
0.0357,12,24,2,2,0.0192,0.0146,0.025,0.0072,male,0-12
0.0744,6,14,2,1,0.0273,0.0356,0.0198,0.0294,unknown,unknown
0.227,4,19,2,1,0.059,0.0618,0.0353,0.0524,female,19-24
0.1008,7,15,2,1,0.0273,0.0356,0.0074,0.0135,female,31-40
0.0693,10,23,2,2,0.0426,0.0308,0.0905,0.0523,female,19-24
0.024,11,25,2,2,0.0472,0.0132,0.0228,0.0189,male,13-18
0.0052,6,24,2,1,0.0627,0.0691,0.0111,0.0174,unknown,unknown
0.0084,11,21,3,3,0.0364,0.0133,0.0316,0.02,male,31-40
0.006,6,18,2,2,0.0126,0.0108,0.0116,0.0058,unknown,unknown
0.0396,13,22,2,1,0.078,0.081,0.0221,0.0318,unknown,unknown
0.0458,5,27,2,1,0.0406,0.0447,0.0509,0.069,unknown,unknown
0.0534,13,25,2,1,0.019,0.0243,0.0401,0.0548,female,25-30
0.1008,9,23,2,2,0.1969,0.1058,0.1434,0.1208,unknown,unknown
0.0427,6,15,2,1,0.0119,0.0147,0.0505,0.0812,female,19-24
0.0088,6,21,3,3,0.024,0.0105,0.0282,0.0109,male,19-24
0.0182,11,24,1,1,0.0273,0.0356,0.021,0.0267,female,19-24
0.0276,12,23,1,1,0.0582,0.0549,0.0077,0.0099,unknown,unknown
0.2777,6,23,2,1,0.0965,0.1099,0.0463,0.0808,female,31-40
0.1803,8,23,3,1,0.1418,0.1721,0.0733,0.1202,male,25-30
0.0407,9,20,1,1,0.0791,0.103,0.0276,0.0284,male,13-18
0.0121,4,21,1,1,0.0161,0.018,0.0055,0.0056,male,31-40
0.136,6,20,1,1,0.0913,0.0976,0.0127,0.0254,unknown,unknown
0.0187,5,19,2,2,0.0386,0.0294,0.0344,0.0283,female,19-24
0.0263,16,27,1,1,0.0369,0.043,0.0072,0.0079,female,13-18
0.0442,13,28,1,1,0.0344,0.0601,0.04,0.0848,male,25-30
0.0261,4,21,2,2,0.0368,0.0265,0.0237,0.0197,male,19-24
0.1074,13,27,1,1,0.0818,0.0829,0.0172,0.0,female,41+
0.0656,11,22,2,2,0.0493,0.041,0.0339,0.0164,female,19-24
0.0,7,22,2,2,0.0906,0.0412,0.0715,0.042,unknown,unknown
0.0198,7,29,2,2,0.0299,0.0226,0.1782,0.1209,unknown,unknown
0.1007,5,23,1,1,0.0284,0.0337,0.0131,0.0455,female,25-30
0.0328,8,16,3,2,0.0123,0.0275,0.0391,0.0321,unknown,unknown
0.0,7,22,2,1,0.0219,0.023,0.0483,0.0688,male,19-24
0.2305,11,25,2,1,0.0755,0.0843,0.0639,0.1393,unknown,unknown
0.2,10,20,2,1,0.0253,0.0293,0.1612,0.245,male,19-24
0.0,11,14,2,2,0.0188,0.0121,0.0261,0.0231,unknown,unknown
0.0337,4,20,1,1,0.0188,0.021,0.0332,0.0383,male,41+
0.0323,9,20,1,1,0.0405,0.0505,0.0223,0.0302,female,13-18
0.006,7,15,2,1,0.0249,0.0321,0.0133,0.0115,male,31-40
0.0,8,25,2,1,0.0098,0.0128,0.0239,0.026,unknown,unknown
0.0967,10,23,2,1,0.0426,0.0491,0.053,0.1068,male,25-30
0.012,10,21,1,1,0.0201,0.0236,0.0195,0.0201,male,19-24
0.0794,11,22,2,2,0.0493,0.041,0.1144,0.0554,female,19-24
0.1339,13,28,1,1,0.1053,0.1137,0.0212,0.0239,male,0-12
0.042,7,23,2,1,0.0284,0.0337,0.0162,0.0188,unknown,unknown
0.0734,6,22,2,2,0.0284,0.0189,0.0966,0.0319,female,41+
0.0291,7,17,1,1,0.0284,0.0337,0.0213,0.0233,female,25-30
0.1297,6,20,1,1,0.0909,0.0973,0.0,0.0,male,41+
0.2651,9,23,2,1,0.1934,0.2035,0.0987,0.1223,male,25-30
0.0168,8,24,2,2,0.0284,0.0189,0.049,0.0269,female,13-18
0.0078,9,23,1,1,0.0234,0.0277,0.0178,0.021,male,13-18
0.3733,5,21,1,1,0.1679,0.1697,0.004,0.0111,female,13-18
0.02,12,25,2,2,0.0305,0.0151,0.0231,0.0089,male,13-18
0.0739,9,25,2,1,0.0535,0.0723,0.0272,0.0432,female,19-24
0.1964,11,29,2,1,0.0571,0.0816,0.025,0.0355,unknown,unknown
0.0121,9,25,1,1,0.0216,0.0236,0.0046,0.0056,unknown,unknown
0.0095,7,25,3,3,0.0284,0.0106,0.0641,0.0252,unknown,unknown
0.0222,7,25,2,2,0.0259,0.021,0.1509,0.0723,male,19-24
0.1012,12,19,1,1,0.0462,0.0593,0.0297,0.0773,female,25-30
0.0177,14,28,2,2,0.0553,0.0379,0.0082,0.0021,female,19-24
0.1024,6,31,3,1,0.0234,0.024,0.0237,0.0385,male,19-24
0.0337,13,25,2,1,0.0137,0.0274,0.0258,0.028,unknown,unknown
0.0328,13,27,1,1,0.0268,0.0271,0.0077,0.008,male,25-30
0.0,6,14,1,1,0.0273,0.0356,0.0138,0.0138,male,0-12
0.0375,8,18,1,1,0.0189,0.017,0.0209,0.0349,female,13-18
0.0476,6,14,1,1,0.0273,0.0356,0.0974,0.1037,female,13-18
0.008,8,21,3,1,0.022,0.0257,0.0193,0.03,unknown,unknown
0.0788,5,14,1,1,0.0284,0.0337,0.0266,0.0296,male,13-18
0.0889,6,21,2,1,0.0561,0.0731,0.0468,0.0914,unknown,unknown
0.0,6,18,1,1,0.0126,0.015,0.0057,0.0063,female,25-30
0.0,3,21,3,3,0.016,0.0062,0.2429,0.0099,unknown,unknown
0.0091,5,19,2,2,0.036,0.0278,0.0524,0.0335,male,19-24
0.0081,10,15,1,1,0.0273,0.0356,0.0125,0.0245,unknown,unknown
0.0179,11,25,2,2,0.0494,0.0411,0.0553,0.0351,female,19-24
0.0093,6,14,2,2,0.0273,0.0221,0.0259,0.0037,male,13-18
0.0594,6,23,1,1,0.0426,0.0491,0.0214,0.031,male,25-30
0.0769,13,30,2,1,0.0274,0.0436,0.0371,0.0357,female,25-30
0.0189,10,25,3,1,0.0445,0.0536,0.036,0.0511,female,25-30
0.016,12,20,1,1,0.0547,0.0676,0.018,0.0222,unknown,unknown
0.0632,11,15,1,1,0.0604,0.075,0.0226,0.025,unknown,unknown
0.0219,11,24,2,1,0.034,0.0411,0.0242,0.0271,unknown,unknown
0.0992,9,30,2,1,0.2013,0.3509,0.0349,0.1051,female,31-40
0.0273,6,21,2,2,0.024,0.019,0.0544,0.0406,unknown,unknown
0.0092,11,25,2,2,0.0236,0.0152,0.0684,0.0111,male,19-24
0.0098,6,22,1,1,0.0203,0.0276,0.0171,0.0216,unknown,unknown
0.0098,12,28,1,1,0.0344,0.0426,0.0251,0.0354,unknown,unknown
0.0268,10,22,2,1,0.0405,0.0493,0.033,0.0444,unknown,unknown
0.0278,9,20,2,2,0.0426,0.0309,0.0891,0.0251,male,25-30
0.0248,4,18,1,1,0.0402,0.042,0.021,0.0218,female,31-40
0.0125,12,16,1,1,0.0056,0.006,0.0017,0.0026,male,19-24
0.003,8,23,1,1,0.1063,0.1227,0.0062,0.0096,male,19-24
0.0394,9,23,2,2,0.0082,0.0037,0.0596,0.0448,male,19-24
0.0413,8,25,1,1,0.0426,0.0491,0.0082,0.0359,female,19-24
0.2306,6,20,1,1,0.1709,0.1728,0.0435,0.0445,unknown,unknown
0.051,11,20,2,2,0.0176,0.017,0.0705,0.0557,unknown,unknown
0.0116,7,21,2,2,0.0427,0.0309,0.0432,0.0088,male,25-30
0.0387,7,18,3,2,0.0426,0.0308,0.052,0.0197,female,25-30
0.0288,8,21,1,1,0.0067,0.0063,0.0248,0.0265,unknown,unknown
0.0,16,26,2,2,0.0276,0.013,0.1808,0.0355,unknown,unknown
0.0441,8,24,1,1,0.0402,0.0485,0.0489,0.052,unknown,unknown
0.0157,7,15,1,1,0.1048,0.1203,0.1398,0.2578,unknown,unknown
0.0085,9,21,2,2,0.0252,0.012,0.0633,0.0554,unknown,unknown
0.0798,10,17,2,1,0.055,0.0693,0.0462,0.0609,unknown,unknown
0.016,6,14,1,1,0.0273,0.0356,0.0,0.0,female,31-40
0.0295,7,17,1,1,0.0285,0.0337,0.0267,0.0288,female,31-40
0.0128,12,14,2,1,0.0247,0.0298,0.0665,0.0835,unknown,unknown
0.0833,7,26,2,1,0.0426,0.0491,0.0673,0.1006,unknown,unknown
0.1415,6,17,2,1,0.0559,0.0671,0.0596,0.0757,unknown,unknown
0.024,5,15,1,1,0.0273,0.0356,0.0,0.0,unknown,unknown
0.0324,7,22,1,1,0.0426,0.0492,0.0187,0.0314,female,19-24
0.008,3,25,1,1,0.0161,0.0181,0.0305,0.0051,female,19-24
0.0348,7,15,1,1,0.0273,0.0356,0.0344,0.0368,female,19-24
0.0,10,19,2,2,0.0102,0.0084,0.0151,0.0031,male,19-24
0.0013,8,25,1,1,0.0217,0.0237,0.0374,0.039,unknown,unknown
0.0227,4,17,1,1,0.0403,0.0487,0.0275,0.0293,unknown,unknown
0.0456,8,20,2,2,0.0552,0.0237,0.3271,0.1206,female,19-24
0.0508,8,24,1,1,0.0426,0.0491,0.0257,0.0472,unknown,unknown
0.0,11,24,2,2,0.0879,0.032,0.0096,0.0013,male,19-24
0.0435,12,29,2,1,0.0302,0.0352,0.018,0.0246,female,19-24
0.2079,8,23,2,1,0.1421,0.1723,0.0658,0.0954,male,25-30
0.0,7,24,1,1,0.0249,0.0322,0.0116,0.0135,female,0-12
0.0,3,25,1,1,0.0161,0.018,0.0173,0.0211,female,19-24
0.0337,5,11,1,1,0.0163,0.019,0.0213,0.0251,male,19-24
0.06,9,23,1,1,0.0273,0.0356,0.0137,0.022,male,31-40
0.0404,7,27,1,1,0.0284,0.0337,0.0262,0.0385,male,13-18
0.2562,12,25,1,1,0.0216,0.0279,0.0212,0.0675,male,19-24
0.0426,13,30,3,1,0.0329,0.0469,0.0657,0.0741,unknown,unknown
0.1103,7,25,2,2,0.0426,0.0308,0.0773,0.0436,unknown,unknown
0.021,13,25,2,2,0.0192,0.0146,0.0235,0.0114,unknown,unknown
0.0238,9,20,3,2,0.0426,0.0309,0.0533,0.0178,unknown,unknown
0.0563,9,26,2,2,0.0562,0.0328,0.101,0.0768,female,19-24
0.068,12,28,2,1,0.0327,0.0363,0.0347,0.0244,male,31-40
0.0,9,30,3,3,0.004,0.0025,0.0103,0.004,female,25-30
0.0721,7,21,2,1,0.0515,0.065,0.0454,0.057,unknown,unknown
0.0088,12,24,1,1,0.0368,0.0457,0.021,0.0275,male,13-18
0.224,10,27,2,1,0.083,0.0874,0.0193,0.0101,unknown,unknown
0.096,10,22,2,1,0.0829,0.0989,0.0363,0.0533,unknown,unknown
0.0,10,13,2,2,0.032,0.0251,0.0181,0.0109,unknown,unknown
0.0261,6,23,2,1,0.0232,0.0286,0.0334,0.0562,male,13-18
0.0245,6,14,1,1,0.0273,0.0356,0.0356,0.0428,female,0-12
0.0104,9,18,2,2,0.0058,0.0068,0.0253,0.005,male,19-24
0.0067,7,18,3,1,0.0127,0.0171,0.0797,0.1121,unknown,unknown
0.0511,7,24,1,1,0.0426,0.0491,0.0054,0.0179,female,25-30
0.0,3,25,1,1,0.0161,0.0181,0.004,0.0041,male,0-12
0.2204,7,23,2,1,0.0842,0.0877,0.0215,0.0228,unknown,unknown
0.013,6,22,1,1,0.026,0.0363,0.0049,0.0073,female,19-24
0.0196,6,14,1,1,0.0273,0.0356,0.0223,0.0226,male,19-24
0.0081,7,23,2,1,0.0144,0.0154,0.0154,0.0214,unknown,unknown
0.0,10,21,2,2,0.0295,0.0214,0.0013,0.0009,unknown,unknown
0.0556,11,19,1,1,0.0309,0.0346,0.0302,0.0352,female,25-30
0.0228,10,22,2,1,0.0134,0.015,0.0331,0.0411,unknown,unknown
0.1892,8,22,1,1,0.041,0.0529,0.0552,0.0632,male,19-24
0.0722,12,28,2,2,0.0494,0.0411,0.0635,0.037,unknown,unknown
0.0022,8,24,1,1,0.0056,0.0067,0.0183,0.0195,unknown,unknown
0.1453,7,22,2,1,0.0982,0.1123,0.0686,0.1015,male,19-24
0.1816,10,23,3,1,0.1418,0.182,0.0109,0.0385,unknown,unknown
0.0231,4,14,1,1,0.0403,0.0487,0.0255,0.0311,unknown,unknown
0.0178,7,17,3,1,0.0118,0.0137,0.024,0.0329,unknown,unknown
0.028,8,22,2,1,0.0211,0.024,0.0302,0.0505,unknown,unknown
0.3651,7,21,2,1,0.2939,0.2971,0.1237,0.2252,unknown,unknown
0.0259,6,22,1,1,0.0426,0.0492,0.0,0.0,female,19-24
0.0096,10,27,1,1,0.0302,0.0321,0.0134,0.0154,unknown,unknown
0.0583,8,24,2,2,0.0248,0.0128,0.1955,0.2082,unknown,unknown
0.0615,8,22,2,1,0.0409,0.0458,0.0701,0.089,unknown,unknown
0.0588,7,21,2,1,0.0426,0.0491,0.0294,0.0345,female,19-24
0.0615,8,23,2,1,0.0249,0.0301,0.0332,0.0475,unknown,unknown
0.1791,8,26,3,1,0.0426,0.0491,0.0328,0.0596,unknown,unknown
0.6162,7,27,2,1,0.1762,0.1789,0.0331,0.0543,female,19-24
0.0593,11,25,2,1,0.018,0.0296,0.0436,0.0645,unknown,unknown
0.012,12,24,2,2,0.0192,0.0146,0.0281,0.0123,male,13-18
0.0149,6,14,1,1,0.0273,0.0356,0.0326,0.0363,female,31-40
0.0548,7,15,1,1,0.0273,0.0356,0.0967,0.1148,female,31-40
0.0,7,15,2,2,0.0273,0.0221,0.0173,0.0026,female,19-24
0.0444,7,27,2,2,0.0426,0.0308,0.1769,0.0833,male,31-40
0.0068,10,25,3,3,0.0076,0.0015,0.0099,0.003,unknown,unknown
0.0583,7,21,3,2,0.0524,0.0452,0.0818,0.072,unknown,unknown
0.0482,9,24,2,2,0.0247,0.0191,0.0324,0.0249,female,19-24
0.0565,12,20,1,1,0.0583,0.0623,0.0045,0.0055,male,13-18
0.0352,8,21,2,1,0.0454,0.0552,0.0214,0.031,unknown,unknown
0.0,13,21,2,2,0.0455,0.0271,0.0173,0.003,female,19-24
0.0855,10,21,2,1,0.0249,0.0301,0.0362,0.0526,female,19-24
0.0473,4,19,2,1,0.0599,0.0628,0.0451,0.0645,male,19-24
0.0079,3,25,1,1,0.0161,0.0181,0.0049,0.0051,male,13-18
0.0283,11,18,2,2,0.0447,0.0201,0.0224,0.022,female,31-40
0.0128,13,22,2,2,0.0356,0.0292,0.1307,0.0564,male,19-24
0.0369,12,28,2,1,0.0383,0.042,0.015,0.0218,female,25-30
0.0064,5,15,2,2,0.016,0.0098,0.05,0.0336,unknown,unknown
0.0369,6,14,1,1,0.0273,0.0356,0.0265,0.0287,male,25-30
0.0148,8,20,2,1,0.0387,0.0422,0.0158,0.0221,unknown,unknown
0.0634,11,13,2,1,0.068,0.0843,0.0148,0.0165,unknown,unknown
0.0784,7,22,2,1,0.0445,0.0926,0.1111,0.1417,unknown,unknown
0.0431,9,17,2,1,0.0545,0.0674,0.0415,0.0572,male,19-24
0.0721,5,19,2,1,0.0228,0.0295,0.0355,0.0519,unknown,unknown
0.1172,4,20,1,1,0.0759,0.078,0.028,0.0395,female,19-24
0.0,10,20,1,1,0.0468,0.0526,0.0091,0.0099,male,25-30
0.0,15,24,2,2,0.024,0.019,0.0352,0.0117,unknown,unknown
0.0511,4,22,1,1,0.041,0.044,0.0259,0.0375,male,41+
0.1386,8,30,2,1,0.0572,0.0817,0.0341,0.0469,unknown,unknown
0.0219,12,25,2,2,0.0233,0.0143,0.0284,0.0153,unknown,unknown
0.0142,9,18,2,2,0.0108,0.0107,0.0265,0.0123,unknown,unknown
0.058,10,23,2,2,0.0426,0.0308,0.0775,0.0424,female,19-24
0.0457,8,18,2,2,0.0507,0.0678,0.0572,0.0401,unknown,unknown
0.1792,8,24,3,2,0.1054,0.086,0.2445,0.0671,unknown,unknown
0.0043,7,18,2,2,0.0284,0.019,0.034,0.0343,male,31-40
0.011,6,21,1,1,0.024,0.029,0.0169,0.0316,male,31-40
0.0496,8,25,2,1,0.0418,0.036,0.0219,0.0235,male,19-24
0.0048,7,18,3,3,0.0068,0.002,0.0358,0.0062,unknown,unknown
0.0345,16,25,1,1,0.0443,0.0488,0.004,0.004,female,13-18
0.0396,12,19,1,1,0.0337,0.0418,0.0174,0.0284,male,25-30
0.1391,11,29,2,1,0.0572,0.0817,0.0176,0.0227,unknown,unknown
0.0233,8,18,2,1,0.0779,0.1025,0.0183,0.0542,male,19-24
0.0283,7,21,1,1,0.0426,0.0491,0.0235,0.0317,female,13-18
0.0174,8,24,1,1,0.0284,0.0337,0.0164,0.0289,unknown,unknown
0.6325,6,25,1,1,0.5103,0.5128,0.0,0.0,male,41+
0.0,7,15,2,2,0.0273,0.0221,0.0248,0.0065,male,19-24
0.0648,11,19,2,1,0.0472,0.058,0.0433,0.0596,unknown,unknown
0.0224,9,17,3,2,0.0284,0.0189,0.0365,0.0223,unknown,unknown
0.0,10,28,2,2,0.0129,0.0089,0.0158,0.0065,unknown,unknown
0.0364,6,14,1,1,0.0273,0.0356,0.0297,0.0308,male,41+
0.059,10,25,1,1,0.0443,0.0532,0.1575,0.2075,female,19-24
0.0333,12,25,3,2,0.0374,0.0324,0.0376,0.0243,unknown,unknown
0.0,7,24,3,2,0.0426,0.0309,0.0243,0.0132,unknown,unknown
0.0,8,18,2,2,0.0068,0.0069,0.0117,0.0062,unknown,unknown
0.0452,8,21,1,1,0.0233,0.0243,0.0311,0.0347,male,13-18
0.095,6,17,2,1,0.0562,0.0673,0.0347,0.0462,unknown,unknown
0.0476,14,25,1,1,0.0437,0.0713,0.0535,0.0751,male,31-40
0.0385,11,18,2,2,0.0546,0.0377,0.0398,0.0226,unknown,unknown
0.1871,9,23,2,2,0.1945,0.1445,0.1042,0.0875,male,25-30
0.3333,3,10,2,1,0.2821,0.2975,0.0326,0.0395,male,25-30
0.0161,10,22,2,1,0.0144,0.0157,0.0155,0.0191,unknown,unknown
0.0,3,13,2,2,0.0161,0.0098,0.0541,0.0227,unknown,unknown
0.0097,12,26,2,2,0.0177,0.0102,0.0182,0.0139,unknown,unknown
0.0,6,15,2,2,0.0284,0.0212,0.0061,0.0018,female,13-18
0.0285,12,32,1,1,0.0168,0.0219,0.0417,0.1,male,31-40
0.1217,3,8,2,2,0.2833,0.2377,0.0602,0.0177,male,31-40
0.5416,5,25,1,1,0.5132,0.5158,0.0053,0.0062,female,19-24
0.0095,8,23,2,1,0.025,0.0302,0.0521,0.0841,male,25-30
0.0067,7,20,1,1,0.0211,0.024,0.047,0.0489,unknown,unknown
0.0499,6,20,1,1,0.0921,0.0985,0.0103,0.0142,female,25-30
0.0083,9,14,2,1,0.0151,0.0156,0.0286,0.0384,female,19-24
0.3667,8,16,1,1,0.0539,0.0664,0.0549,0.0912,male,19-24
0.0659,17,27,2,2,0.0284,0.0189,0.1329,0.0587,unknown,unknown
0.0962,9,25,1,1,0.05,0.0652,0.0671,0.0793,male,13-18
0.0438,9,21,2,1,0.0156,0.0187,0.0339,0.0478,male,25-30
0.031,5,19,3,1,0.0401,0.042,0.0126,0.021,unknown,unknown
0.0312,7,15,1,1,0.0273,0.0356,0.0612,0.0761,unknown,unknown
0.1273,4,14,2,1,0.0273,0.0355,0.0154,0.036,female,25-30
0.0,7,14,2,2,0.0196,0.0188,0.0048,0.0018,unknown,unknown
0.0662,10,23,1,1,0.0426,0.0491,0.0416,0.0614,unknown,unknown
0.0449,12,19,1,1,0.0337,0.0418,0.016,0.0195,male,31-40
0.0935,9,15,2,2,0.0387,0.0319,0.0212,0.0208,unknown,unknown
0.0088,7,23,2,2,0.0426,0.0309,0.0367,0.0093,male,19-24
0.0685,8,23,2,1,0.0815,0.1043,0.039,0.0479,unknown,unknown
0.0703,15,24,3,1,0.1957,0.2069,0.0549,0.0519,male,19-24
0.3077,10,30,1,1,0.1763,0.1831,0.065,0.0926,female,31-40
0.0632,14,28,1,1,0.0432,0.0642,0.0137,0.0286,female,19-24
0.0206,10,17,2,1,0.0192,0.0219,0.0142,0.0255,female,13-18
0.034,9,20,1,1,0.0426,0.0491,0.0662,0.1147,unknown,unknown
0.0005,6,24,3,3,0.0777,0.0373,0.0087,0.0014,unknown,unknown
0.0311,9,20,2,1,0.0426,0.0491,0.0443,0.0732,unknown,unknown
0.0337,6,14,2,2,0.0273,0.0221,0.0402,0.0197,male,19-24
0.0846,12,24,1,1,0.0191,0.0243,0.0268,0.0303,male,13-18
0.0192,8,22,2,1,0.0482,0.0492,0.0493,0.0721,male,19-24
0.0682,15,29,2,1,0.0441,0.0486,0.0355,0.0672,unknown,unknown
0.0077,11,20,2,1,0.0244,0.0307,0.0064,0.0107,male,19-24
0.0339,5,22,2,1,0.024,0.029,0.0286,0.0368,female,19-24
0.013,11,28,2,2,0.025,0.0128,0.0202,0.014,unknown,unknown
0.0465,7,19,3,2,0.0284,0.0189,0.0802,0.0189,female,19-24
0.0725,8,16,2,1,0.0545,0.0673,0.0418,0.0489,unknown,unknown
0.0264,11,27,2,1,0.0212,0.0203,0.0162,0.0301,male,19-24
0.087,4,12,1,1,0.035,0.036,0.0373,0.052,male,19-24
0.1915,9,23,2,1,0.142,0.1721,0.0867,0.1211,female,19-24
0.1024,6,14,1,1,0.0273,0.0356,0.0154,0.0574,female,13-18
0.026,13,30,1,1,0.0282,0.03,0.0262,0.0286,female,25-30
0.0187,10,26,1,1,0.0342,0.0356,0.0025,0.0028,male,19-24
0.0,8,24,2,2,0.036,0.0224,0.0084,0.0039,male,13-18
0.125,10,25,2,2,0.0715,0.0612,0.1587,0.0671,female,25-30
0.0315,12,23,2,1,0.0266,0.0337,0.0187,0.0232,unknown,unknown
0.0106,9,26,2,2,0.0426,0.0309,0.0347,0.0337,female,19-24
0.0196,6,14,2,2,0.0273,0.0221,0.0258,0.0224,male,31-40
0.0181,12,25,2,2,0.0305,0.0151,0.0225,0.0063,female,19-24
0.0,7,22,2,1,0.0305,0.0397,0.0135,0.018,male,13-18
0.0,4,13,1,1,0.0285,0.0338,0.0001,0.0002,male,31-40
0.0288,13,20,1,1,0.031,0.034,0.0213,0.0254,male,19-24
0.0147,6,14,2,2,0.0273,0.0221,0.0468,0.0018,female,13-18
0.0059,6,14,2,2,0.0273,0.0221,0.0297,0.0161,unknown,unknown
0.4192,11,22,1,1,0.1409,0.1877,0.0391,0.0606,unknown,unknown
0.0724,8,23,2,2,0.1424,0.1015,0.0917,0.0778,male,19-24
0.0841,10,20,2,1,0.0514,0.0557,0.0493,0.0703,unknown,unknown
0.0238,10,20,3,2,0.0343,0.0168,0.0767,0.0373,unknown,unknown
0.1705,8,22,1,1,0.0412,0.0522,0.0159,0.0,unknown,unknown
0.1299,12,28,2,1,0.0437,0.0481,0.0129,0.0188,female,19-24
0.1057,6,17,2,1,0.0771,0.1067,0.0857,0.1263,unknown,unknown
0.0207,5,15,1,1,0.0284,0.0337,0.079,0.0806,male,13-18
0.0,3,13,2,1,0.0161,0.018,0.0354,0.0542,female,19-24
0.0465,6,17,1,1,0.1739,0.1758,0.0048,0.0067,female,13-18
0.0062,6,16,2,1,0.0216,0.0347,0.0788,0.1124,male,25-30
0.0644,8,22,1,1,0.0501,0.0647,0.0,0.0,female,25-30
0.024,10,29,1,1,0.0181,0.0234,0.0172,0.0185,female,0-12
0.17,13,29,2,1,0.0164,0.0208,0.0993,0.1598,male,19-24
0.0097,8,20,2,1,0.0382,0.0417,0.0253,0.0388,female,25-30
0.005,8,26,2,2,0.0426,0.0309,0.0304,0.0335,unknown,unknown
0.0,9,20,2,2,0.0426,0.0309,0.0277,0.0115,male,19-24
0.0531,8,25,2,1,0.0426,0.0491,0.0196,0.0324,male,19-24
0.1121,8,24,2,2,0.0617,0.0426,0.1137,0.09,female,41+
0.0,4,12,3,2,0.0228,0.01,0.0035,0.0044,unknown,unknown
0.047,6,23,3,1,0.0543,0.0705,0.059,0.0601,unknown,unknown
0.2693,14,24,1,1,0.0988,0.1627,0.0,0.0,female,25-30
0.0109,14,28,2,2,0.0435,0.0225,0.0248,0.0138,unknown,unknown
0.0,1,17,1,1,0.0123,0.0106,0.0003,0.0003,female,41+
0.0431,5,23,1,1,0.0284,0.0337,0.0174,0.0548,male,19-24
0.1064,11,20,2,1,0.0309,0.041,0.1328,0.1835,female,19-24
0.0827,4,7,2,1,0.016,0.0179,0.1392,0.2243,female,25-30
0.0853,7,16,1,1,0.062,0.0788,0.0473,0.0542,female,19-24
0.0254,7,15,2,2,0.1058,0.0868,0.0358,0.0282,male,19-24
0.0185,11,17,2,1,0.013,0.0186,0.0154,0.0236,male,31-40
0.0182,9,20,2,2,0.0357,0.0375,0.0731,0.062,unknown,unknown
0.0139,6,24,2,1,0.0284,0.0337,0.0166,0.0242,female,19-24
0.0093,8,21,1,1,0.0426,0.0491,0.005,0.0064,female,13-18
0.0132,4,16,3,1,0.0144,0.0172,0.0245,0.0344,unknown,unknown
0.0236,9,28,1,1,0.0077,0.0064,0.0313,0.0348,male,19-24
0.0116,7,23,2,1,0.0426,0.0491,0.026,0.0288,male,31-40
0.0291,7,21,2,2,0.0517,0.0446,0.0637,0.0443,unknown,unknown
0.0276,5,15,2,2,0.0284,0.0189,0.0413,0.0283,unknown,unknown
0.047,12,23,1,1,0.0581,0.0605,0.0409,0.0525,male,19-24
0.1913,8,28,2,1,0.0399,0.0437,0.104,0.1447,female,19-24
0.0229,7,21,1,1,0.036,0.0408,0.0132,0.0142,unknown,unknown
0.01,6,16,2,1,0.0284,0.0337,0.0048,0.0078,female,31-40
0.2783,13,25,2,1,0.0685,0.0827,0.0194,0.0598,female,25-30
0.0,3,21,2,1,0.016,0.018,0.0966,0.1594,unknown,unknown
0.0108,11,17,2,1,0.0095,0.0151,0.0279,0.0378,male,13-18
0.011,12,23,2,2,0.0563,0.033,0.0299,0.014,unknown,unknown
0.1337,14,28,1,1,0.0427,0.0634,0.0,0.0,male,0-12
0.0,5,28,2,2,0.0151,0.0115,0.0948,0.0,male,19-24
0.0,13,22,3,3,0.0067,0.0038,0.0047,0.0013,unknown,unknown
0.0315,15,22,2,1,0.058,0.0761,0.0315,0.0196,female,19-24
0.0197,5,20,2,1,0.016,0.018,0.0244,0.0352,female,25-30
0.0974,11,20,1,1,0.0536,0.0762,0.0937,0.1343,unknown,unknown
0.0281,5,15,2,1,0.016,0.018,0.134,0.1903,unknown,unknown
0.0041,5,19,3,3,0.0785,0.0181,0.0631,0.0143,unknown,unknown
0.0426,10,25,2,2,0.0464,0.0392,0.0404,0.0291,unknown,unknown
0.2632,6,21,1,1,0.0888,0.0949,0.0032,0.0,female,19-24
0.0,11,29,1,1,0.0211,0.024,0.0185,0.0192,male,25-30
0.01,10,22,1,1,0.0125,0.0197,0.02,0.0246,male,13-18
0.0638,6,14,1,1,0.0273,0.0356,0.0723,0.078,female,0-12
0.0689,16,27,2,1,0.0441,0.0486,0.0222,0.0413,male,13-18
0.1623,12,35,1,1,0.0808,0.1261,0.0581,0.233,unknown,unknown
0.0064,3,19,2,1,0.016,0.018,0.0345,0.0509,unknown,unknown
0.1123,10,27,1,1,0.1074,0.111,0.0117,0.015,male,0-12
0.042,5,19,2,1,0.0201,0.0227,0.0066,0.0085,unknown,unknown
0.0217,7,19,1,1,0.0201,0.0223,0.0136,0.0168,male,19-24
